,Keyword,Count
2892,"['human-robot cooperation', 'ergonomic work conditions', 'occupational safety', 'cognitive automation']",1
2893,"['helmet ventilation', 'venturi effect', 'backvent', 'subjective trials']",1
2894,"['context modelling', 'working situation', 'activity theory', 'intelligent knowledge-based systems']",1
2895,'],1
2896,"['cognitive computing', 'wicked problem",1
2897,"['humans –humanoid interactions', 'artificial intelligence', 'service robot deployment model', 'technology acceptance model', 'society 5.0', 'innovation']",1
2898,"['social computing', 'mild cognitive impairment', 'people as a service', 'digital avatars', 'independent living', 'virtual profiles']",1
2899,"['deep learning', 'reinforcement learning', 'prediction', 'control', 'laser welding']",1
2900,"['artificial intelligence', 'design', 'human-machine interaction', 'innovation process']",1
2901,"['autonomous driving', 'functional architecture', 'e/e architecture', 'reference architecture']",1
2902,"['visual inspection', 'cyber-physical system', 'work analysis']",1
2903,"['machine learning', 'energy consumption', 'wireless networks', 'wireless body area networks', 'effective spectrum sensing', '5g networks']",1
2904,"['spinal load', 'brain activity', 'human-robot interaction', 'neuroergonomics', 'manual handling']",1
2905,"['international', 'learning', 'lingua franca', 'multilingual', 'non-lingual', 'safety']",1
2906,"['information presentation', 'guidelines', 'cognition', 'case study']",1
2907,"['physical activity', 'ergonomics/human factors and prevention', 'corporate engagement', 'sport and recreation', 'healthy lifestyle habit']",1
2908,"['health information technology', 'bar coded medication administration', 'macroergonomics', 'mental workload', 'medication safety', 'nursing']",1
2909,"['latent variables', 'exploratory factor analysis', 'confirmatory factor analysis', 'structural equation modeling', 'occupational health and safety', 'mine safety']",1
2910,"['safety', 'human aspect', 'cognitive robotics']",1
2911,"['demographic change', 'learning concept', 'ergonomics', 'age-appropriate workplace design']",1
2912,"['urban underground space', 'psychology', 'health', 'attitudes.']",1
2913,"['spatial experience', 'experience design', 'human behaviour', 'conceptual model']",1
2914,"['equipment ageing', 'inspection', 'ontology', 'digital transition', 'energy transition', 'deterioration mechanism']",1
2915,"['decision-making', 'decision support systems', 'complexity management', 'cognitive engineering', 'user-centered design', 'human attributes', 'decision attributes', 'decision description']",1
2916,"['intelligence', 'cognitive ability', 'general mental ability', 'neurosciences']",1
2917,"['burning state recognition', 'variable granularity', 'simulated feedback', 'cognitive error']",1
2918,"['hpws', 'hrm', 'hr systems', 'social capital', 'incremental innovation', 'radical innovation', 'banking sector']",1
2919,"['human reliability analysis', 'cognitive reliability and error analysis method (cream)', 'linguistic d number', 'danp method', 'human error probability']",1
2920,"['fatigue', 'ethnicity', 'asian', 'western', 'mental', 'work-task']",1
2921,"['task process models', 'mental workload', 'vehicle interfaces', 'driving distracters']",1
2922,"['intelligent automation', 'innovative robotic process automation', 'artificial intelligence', 'adaptive decision making']",1
2923,"['business continuity', 'information security management', 'is continuity', 'incident', 'information systems', 'is theories']",1
2924,"['classroom air quality', 'ventilation', 'exposure risk', 'energy use in schools', 'particle matter', 'volatile organic compounds']",1
2925,"['university–industry partnership', 'strategic partnership', 'micro-foundations', 'university–industry collaboration', 'human capital', 'innovation']",1
2926,"['partial order formal structure analysis', 'object partial order structure', 'concept cognitive learning', 'incremental learning', 'dynamic concept learning', 'three-way decision']",1
2927,"['construction project team', 'social capital', 'network structures', 'safety behaviors', 'human factors.']",1
2928,"['constituent factor', 'overall interrelation', 'kansei engineering', 'design assessment', 'car steering wheel']",1
2929,"['human factor', 'human error', 'programming', 'root cause analysis', 'software defect prevention', 'software design', 'software quality', 'software psychology']",1
2930,"['act-r', 'cognitive architecture', 'human performance', 'gaze control model', 'eye-head coordination', 'multiple monitor environments']",1
2931,"['information management', 'industry–academia collaboration', 'cognition', 'biomedical laboratory', 'informatics implementation', 'virtual research environment']",1
2932,"['cloud computing', 'value-sensitive approach', 'cloud policy', 'user experience', 'user value']",1
2933,"['industry 4.0', 'maturity', 'risk', 'congitive bias', 'buyer-supplier relationship']",1
2934,"['ehealth app', 'human aspect', 'user study', 'app development', 'stakeholders perspectives']",1
2935,"['surface design', 'shape complexity', 'gaussian curvature']",1
2936,"['anthropomorphism', 'x^enocentrism', 'intentionality', 'sociality', 'ais robotics', 'human–robot interaction']",1
2937,"['information format', 'virtual reality', 'eye-tracking', 'working memory']",1
2938,"['electroencephalogram', 'psychophysiological evaluation', 'human factors', 'maritime simulator', 'assessment', 'maritime training']",1
2939,"['dynamic probabilistic risk assessment', 'supervised algorithms', 'dynamic positioning system', 'cognitive models', 'risk-based decision making', 'emergency situations']",1
2940,"['recommendation', 'context', 'semantic rules', 'bayesian network']",1
2941,"['video intelligence', 'operational experimentation', 'cognitive ergonomics']",1
2942,"['analysis of the task', 'complexity', 'requirements', 'enviorment', 'cognitive processing', 'task control']",1
2943,"['low carbon development', 'social contract', 'great transformation towards sustainability']",1
2944,"['consumption experience', 'beer', 'affects', 'product experience']",1
2945,"['5g', 'ebbdsa', 'evolutionary algorithm', 'cross-tier interference', 'heterogeneous networks']",1
2946,"['human–robot collaboration', 'communication system', 'contextual intelligence', 'military agents', 'deep learning', 'defense industry', 'ontology', 'mobile robotic systems']",1
2947,"['cognitive work analysis', 'problem-solving', 'reasoning', 'sociotechnical systems', 'jens rasmussen']",1
2948,"['complex products', 'two-sided matching', 'dual hesitant fuzzy preference', 'satisfaction degree', 'matching optimization model']",1
2949,"['iot', 'cognitive aspects of automation', 'interaction mechanisms', 'product driven control']",1
2950,"['safety', 'work-family conflict', 'cognitive failure', 'strain', 'commitment']",1
2951,"['task analyisis', 'ergonomic risk evaluation', 'reba method', 'amt']",1
2952,"['industrial robotics', 'robotic picking', 'universal jamming gripper', 'computer vision', 'ros', 'enabling technology']",1
2953,"['user study', 'multi-criteria evaluation', 'assistance systems', 'manufacturing', 'human factors']",1
2954,"['augmented reality', 'assistance methods', 'assembly', 'human simulation', 'dynamic instructions']",1
2955,"['collaboration', 'assembly task', 'complexity', 'cognitive load', 'human pose estimation', 'tracking']",1
2956,"['human robot collaboration', 'cognitive ergonomics', 'physiological response']",1
2957,"['augmented reality', 'audio-visual interaction', 'co-located ar', 'collaborative assembly']",1
2958,"['assembly', 'human aspect', 'reciprocal learning']",1
2959,"['augmented reality', 'electro-mechanical assembly', 'workforce training', 'workplace-based learning']",1
2960,"['human cognitive capacity occupancy', 'mental workload', 'human information processing speed', 'smart production system']",1
2961,"['augmented reality', 'virtual reality', 'assembly', 'disassembly', 'object mapping']",1
2962,"['adaptive assembly', 'adaptivity', 'empirical analysis', 'agile assembly', 'hybrid assembly', 'flexibility', 'worker assistance']",1
2963,"['human-centered manufacturing', 'work instructions', 'ergonomics', 'mixed reality', 'industry 5.0']",1
2964,"['industrial accidents', 'safety management', 'human behaviour modeling', 'human factors', 'fuzzy analytical hierarchy process']",1
2965,"['user experience', 'human-centred design', 'industry 5.0', 'virtual reality', 'cognitive ergonomics']",1
2966,"['attention', 'human-robot interaction', 'multitasking', 'collaborative assembly']",1
2967,"['extended reality', 'spatial augmented reality', 'worker assistance', 'quality inspection', 'human pose estimation', 'data fusion']",1
2968,"['lean management', 'manufacturing execution system', 'human-centered design', 'eye-tracking']",1
2969,"['industry 4.0', 'human-centered', 'future of work', 'operator assistance system', 'worker support', 'cyber-physical production system', 'augmented industries']",1
2970,"['robotics', 'manufacturing', 'mental fatigue']",1
2971,"['artificial general intelligence', 'industry 4.0', 'systematic mapping study', 'google distance']",1
2972,"['cyber physical assembly systems', 'digital assistance', 'system independent data-driven reconfiguration', 'flexiblity']",1
2973,"['human centric design', 'ergonomics assessment', 'physical workload evaluation', 'cognitive workload evaluation']",1
2974,"['electroencephalography (eeg)', 'eye-tracking', 'operator performance', 'cognitive workload', 'decision trees', 'fusion']",1
2975,"['cognitive ergonomics', 'cognitive manufacturing', 'assembly', 'attention estimation', 'stress detection']",1
2976,"['cognitive models', 'cobots', 'human factor', 'smart operator']",1
2977,"['adaptive spatial augmented reality', 'gesture interaction', 'in-situ projection', 'industrial site assembly']",1
2978,"['augmented reality', 'ar object mapping', 'disassembly sequence', 'virtual reality', 'automated ar scene extraction']",1
2979,"['cognition', 'cognitive systems', 'cognitive cyber–physical systems', 'cognitive digital twin', 'cognitive interoperability']",1
2980,"['smart manufacturing', 'digital twins', 'cognitive clones', 'knowledge transfer', 'knowledge distillation', 'generative adversarial network', 'adversarial distillation']",1
2981,"['human–robot collaborative assembly', 'human action recognition', 'cross-domain few-shot learning', 'data-efficient', 'multimodal']",1
2982,"['industry 4.0', 'smart manufacturing', 'assistance systems', 'methodology', 'operator 4.0', 'systematic selection']",1
2983,"['cognitive computing', 'scene graph', 'human-robot collaboration', 'human-centric manufacturing']",1
2984,"['human-centric manufacturing', 'human-robot collaboration', 'vision-based operation segmentation', 'fatigue assessment', 'ergonomics', 'human digital twin']",1
2985,"['eye tracking', 'literature review', 'manufacturing', 'logistics', 'human behaviour', 'industry 4.0']",1
2986,"['smart manufacturing', 'human robot interaction', 'augmented reality', 'deep reinforcement learning', 'manufacturing safety']",1
2987,"['assembly systems', 'productivity', 'social sustainability', 'diversity', 'human factors']",1
2988,"['industry 5.0', 'operator 5.0', 'maintenance tasks', 'human well-being', 'cognitive workload', 'mental workload']",1
2989,"['augmented reality', 'quality inspection', 'manufacturing', 'experiment', 'head-mounted display', 'cognitive load']",1
2990,"['forgetting effect', 'manual assembly', 'mixed-model', 'retraining']",1
2991,"['human-robot collaboration', 'teleoperation', 'force feedback', 'virtual reality', 'fnirs', 'neurophysiological analysis']",1
